variable,x,y
100kmsq_mcmt_final,-40.71250166893005,0.0
100kmsq_mcmt_final,-40.60900166549683,0.0
100kmsq_mcmt_final,-40.505501662063594,0.0
100kmsq_mcmt_final,-40.40200165863037,0.0
100kmsq_mcmt_final,-40.29850165519714,0.0
100kmsq_mcmt_final,-40.19500165176392,0.0
100kmsq_mcmt_final,-40.091501648330684,0.0
100kmsq_mcmt_final,-39.98800164489746,0.0
100kmsq_mcmt_final,-39.88450164146423,0.0
100kmsq_mcmt_final,-39.78100163803101,0.0
100kmsq_mcmt_final,-39.677501634597775,0.0
100kmsq_mcmt_final,-39.57400163116455,0.0
100kmsq_mcmt_final,-39.47050162773132,0.0
100kmsq_mcmt_final,-39.3670016242981,0.0
100kmsq_mcmt_final,-39.263501620864865,0.0
100kmsq_mcmt_final,-39.16000161743164,0.0
100kmsq_mcmt_final,-39.056501613998414,0.0
100kmsq_mcmt_final,-38.95300161056518,0.0
100kmsq_mcmt_final,-38.849501607131955,0.0
100kmsq_mcmt_final,-38.74600160369873,0.0
100kmsq_mcmt_final,-38.642501600265504,0.0
100kmsq_mcmt_final,-38.53900159683227,0.0
100kmsq_mcmt_final,-38.435501593399046,0.0
100kmsq_mcmt_final,-38.33200158996582,0.0
100kmsq_mcmt_final,-38.228501586532595,0.0
100kmsq_mcmt_final,-38.12500158309936,0.0
100kmsq_mcmt_final,-38.021501579666136,0.0
100kmsq_mcmt_final,-37.91800157623291,0.0
100kmsq_mcmt_final,-37.814501572799685,0.0
100kmsq_mcmt_final,-37.71100156936645,0.0
100kmsq_mcmt_final,-37.60750156593323,0.0
100kmsq_mcmt_final,-37.5040015625,0.0
100kmsq_mcmt_final,-37.40050155906677,0.0
100kmsq_mcmt_final,-37.29700155563354,0.0
100kmsq_mcmt_final,-37.19350155220032,0.0
100kmsq_mcmt_final,-37.09000154876709,0.0
100kmsq_mcmt_final,-36.98650154533386,0.0
100kmsq_mcmt_final,-36.88300154190063,0.0
100kmsq_mcmt_final,-36.77950153846741,0.0
100kmsq_mcmt_final,-36.67600153503418,0.0
100kmsq_mcmt_final,-36.57250153160095,0.0
100kmsq_mcmt_final,-36.46900152816772,0.0
100kmsq_mcmt_final,-36.3655015247345,0.0010716021060943604
100kmsq_mcmt_final,-36.262001521301265,0.0011380856158211827
100kmsq_mcmt_final,-36.15850151786804,0.00120838382281363
100kmsq_mcmt_final,-36.055001514434814,0.0012826949823647738
100kmsq_mcmt_final,-35.95150151100159,0.0013612264301627874
100kmsq_mcmt_final,-35.848001507568355,0.0014441913226619363
100kmsq_mcmt_final,-35.74450150413513,0.0015318220248445868
100kmsq_mcmt_final,-35.641001500701904,0.0016243516001850367
100kmsq_mcmt_final,-35.53750149726868,0.0017220264999195933
100kmsq_mcmt_final,-35.434001493835446,0.001825103652663529
100kmsq_mcmt_final,-35.33050149040222,0.0019338511629030108
100kmsq_mcmt_final,-35.227001486968994,0.0020485485438257456
100kmsq_mcmt_final,-35.12350148353576,0.0021694868337363005
